Title,Release Year,Locations,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,ID
Invasion of the Body Snatchers,1978,Chinatown,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,470
Invasion of the Body Snatchers,1978,Broadway Tunnel (Russian Hill),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,471
Invasion of the Body Snatchers,1978,"Bimbo's 365 Club (1025 Columbus Avenue, North Beach)",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,472
Invasion of the Body Snatchers,1978,32 Napier Lane,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,473
Invasion of the Body Snatchers,1978,Pier 33 (Embarcadero),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,474
Invasion of the Body Snatchers,1978,"Department of Public Health (101 Grove Street at Polk, Civic Center)",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,475
Invasion of the Body Snatchers,1978,United Nations Plaza (Civic Center),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,476
Invasion of the Body Snatchers,1978,Transamerica Building (600 Montgomery Street at Clay),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Joanna Lumley,477
Invasion of the Body Snatchers,1978,San Francisco Drydock (20th and Illinois Streets),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,478
Invasion of the Body Snatchers,1978,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center)",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,479
Invasion of the Body Snatchers,1978,"Postcard Row (Alamo Square, Hayes Valley)",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,480
Invasion of the Body Snatchers,1978,Lafayette Park (Pacific Heights),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,481
Invasion of the Body Snatchers,1978,Hamlin Hotel (385 Eddy Street),Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,482
Invasion of the Body Snatchers,1978,City Hall,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,483
I Remember Mama,1948,Grant Avenue (North Beach),RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Chazz Palminteri,484
I Remember Mama,1948,The Ferry Building,RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Jennifer Lopez,485
I Remember Mama,1948,"Fairmont Hotel (950 Mason Street, Nob Hill)",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Chazz Palminteri,486
I's,2011,1 Post Street,Banshee Cinema,,Chris Edgette,Kyle Tuck,,,,487
It Came From Beneath the Sea,1955,Golden Gate Bridge,Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,,,488
It Came From Beneath the Sea,1955,Hunters Point,Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,,,489
It Came From Beneath the Sea,1955,Chrissy Field,Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,,Jamie Chung,490
Jack,1996,,American Zoetrope,Buena Vista Pictures,Francis Ford Coppola,James DeMonaco,Robin Williams,Diane Lane,Jamie Chung,491
Jade,1995,Sheraton Palace Hotel (639 Market Street),Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,492
Jade,1995,Washington Square (North Beach),Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Jamie Chung,493
Jade,1995,War Memorial Opera House (401 Van Ness Avenue),Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,494
Jade,1995,Palace of Fine Arts,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,495
Jade,1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,496
Jade,1995,Fior d' Italia (601 Union Street at Stockton),Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,497
Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill)",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,498
Jade,1995,Lombard & Hyde Streets,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,499
Jade,1995,Hall of Justice (850 Bryant Street),Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,500
Jagged Edge,1985,City Hall,Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Maria Mayenzet,,,501
Jagged Edge,1985,Golden Gate Bridge,Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Maria Mayenzet,,,502
James and the Giant Peach,1996,,Skellington Productions,Walt Disney Studios Home Entertainment,Henry Selick,Karey Kirkpatrick,Richard Dreyfuss,Jane Leeves,,503
Joy Luck Club,1993,901 Union Street,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,,,504
Joy Luck Club,1993,375 Laguna Honda Blvd.,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,,,505
Joy Luck Club,1993,180 Manchester Street,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,,,506
Joy Luck Club,1993,610 Rhode Island Street (Potrero Hill),Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,,,507
Joy Luck Club,1993,Hang Ah Alley (Chinatown),Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,,,508
Joy Luck Club,1993,Horace Mann School (3351 23rd Street),Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,,,509
Julie and Jack,2003,,Moviehead Pictures,Echelon Entertainment,James Nguyen,James Nguyen & Joe Bright,Jenn Gotzon,Tippi Hedren,,510
Junior,1994,Chinatown Gate,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Ruth Gordon,511
Junior,1994,Hyatt Fisherman's Wharf (555 Northpoint Street),Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Ruth Gordon,512
Junior,1994,"Fairmont Hotel (950 Mason Street, Nob Hill)",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Ruth Gordon,513
Junior,1994,722 Steiner Street,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,,514
Junior,1994,2552 Hyde Street,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,,515
Junior,1994,United Nations Plaza (Civic Center),Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,,516
Junior,1994,"Postcard Row (Alamo Square, Hayes Valley)",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,,517
Just Like Heaven,2005,,DreamWorks SKG,DreamWorks Distribution,Mark Waters,Peter Tolan,Reese Witherspoon,Mark Ruffalo,,518
Just One Night,2000,Ferry Building,Panoptic Pictures,First Look International,Alan Jacobs,Alan Jacobs,Timothy Hutton,Maria Grazia Cucinotta,Josh Brolin,519
Kamikaze Hearts,1986,Market Street Between Noe and Sanchez,Leger/Bashore,Facets Multimedia Distribution,Juliet Bashore,Juliet Bashore,,,Josh Brolin,520
Knife Fight,2013,California & Hyde Streets,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin,521
Knife Fight,2013,Green & Laguna Streets,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin,522
Knife Fight,2013,City Hall,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Jennifer Morrison,Eric McCormack,Josh Brolin,523
Live Nude Girls Unite,2000,Lusty Lady Bar (North Beach),Constant Communication,First Run Features,Vicky Funari,Vicky Funari,,,Josh Brolin,524
Looking,2014,Castro St. from Market to 18th St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,525
Looking,2014,222 Mason St. ,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,526
Looking,2014,Golden Gate Bridge,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,527
Looking,2014,Presidio Church at 130 Fisher Loop,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,528
Looking,2014,"Tiburon Hiking Trail, Tiburon, CA","Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,529
Looking,2014,Fort Funston,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,530
Looking,2014,Fulsom Street Fair on Fulsom St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,531
Looking,2014,Orphan Andy's,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,532
Looking,2014,The Stud,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,533
Looking,2014,Mr. S Leather,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,534
Looking,2014,2866 24th St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,535
Looking,2014,24th and Church St. ,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,536
Looking,2014,Church and Duboce Muni Station,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,537
Looking,2014,St. Francis Fountain,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,538
Looking,2014,Muni line N- Judah,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,539
Looking,2014,Sutro Baths  ,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,540
Looking,2014,Golden Gate Park,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,541
Looking,2014,Market & Church St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,542
Looking,2014,Willy's Barber Shop,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,543
Looking,2014,Jawbone at 99 Rhode Island St. ,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,544
Looking,2014,Urban Flowers,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,545
Looking,2014,770 Haight St,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,546
Looking,2014,Eros,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,547
Looking,2014,Doc's Clock,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,548
Looking,2014,Starbucks at 333 O'Farrell St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,549
Looking,2014,Union Square,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,550
Looking,2014,The Café at 2369 Market St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,551
Looking,2014,Bay Bridge,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,552
Looking,2014,Treasure Island,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,553
Looking,2014,The Fairmont,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,554
Looking,2014,1890 Clay St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,555
Looking,2014,2000 Folsom,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,556
Looking,2014,Mission Arts Center,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,557
Looking,2014,2413 Harrison St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,558
Looking,2014,Muddy Waters Coffee House,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,559
Looking,2014,Valencia St. from 16th to 17th,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,560
Looking,2014,601 Buena Vista West,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,561
Looking,2014,Dolores Park,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,562
Looking,2014,Casa Lucas Market at 2934 24th St,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,563
Looking,2014,Punjab,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,564
Looking,2014,BART from Civic Center to 24th St.,"Mission Street Producitons, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,565
Love & Taxes,2014,The Marsh Theatre (1062 Valencia Street),Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin,566
Love & Taxes,2014,198 Gough Street,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin,567
Love & Taxes,2014,20 Hill Street,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,Josh Brolin,568
Magnum Force,1973,San Francisco International Airport,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Josh Brolin,569
Magnum Force,1973,Cost Plus World Market (2552 Taylor Street),The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,570
Magnum Force,1973,Vermont Street between 20th and 22nd Streets,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Josh Brolin,571
Magnum Force,1973,San Francisco Drydock (20th and Illinois Streets),The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Josh Brolin,572
Magnum Force,1973,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,,573
Magnum Force,1973,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,,574
Magnum Force,1973,Hall of Justice (850 Bryant Street),The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Julia Stiles,575
Magnum Force,1973,Golden Gate Bridge,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,John C. McGinley,576
Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill)",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,John C. McGinley,577
Magnum Force,1973,Embarcadero Freeway,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,578
Magnum Force,1973,City Hall,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,579
Magnum Force,1973,Broadway Tunnel (Russian Hill),The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,580
Magnum Force,1973,280 Freeway at Pennsylvania and Mariposa Streets,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,581
Magnum Force,1973,2190 Washington Street (Pacific Heights),The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,582
Magnum Force,1973,18th Street Overpass (Potrero Hill),The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,,Pierce Brosnan,583
Marnie,1964,"On Board the SS President Cleveland, docked at Pier 50",Universal Pictures,Universal Pictures,Alfred Hitchcock,Jay Presson Allen,Tippi Hedren,Sean Connery,Gary Oldman,584
Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center)",Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman,585
Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)",Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman,586
Maxie,1985,Grace Cathedral Episcopal Church (1100 California Street),Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman,587
Memoirs of an Invisible Man,1992,St. Elizabeth Apartment House (901 Powell Street at Sacramento),Warner Bros. Pictures,Warner Bros. Pictures,John Carpenter,Robert Collector,Chevy Chase,Daryl Hannah,Gary Oldman,588
Metro,1997,Bush Street at Jones,Touchstone Pictures,Buena Vista Pictures,Thomas Carter,Randy Feldman,Eddie Murphy,,,589
Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill)",Arwin Productions,Universal Pictures,David Miller,Ivan Geoff,Doris Day,Rex Harrison,,590
Milk,2008,Treasure Island,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,591
Milk,2008,Market & Castro Street,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,592
